[contents]
count=31
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\JTB-E02-199-14.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-14.D\data.ms
3=,INT TIC: JTB-E02-199-06.D\data.ms
4=,INT TIC: JTB-E02-199-07.D\data.ms
5=,INT TIC: JTB-E02-199-08.D\data.ms
6=,INT TIC: JTB-E02-199-11.D\data.ms
7=,INT TIC: JTB-E02-199-12.D\data.ms
8=,INT TIC: JTB-E02-199-13.D\data.ms
9=,INT TIC: JTB-E02-199-15.D\data.ms
10=,INT TIC: JTB-E02-199-16.D\data.ms
11=,INT TIC: JTB-E02-199-17.D\data.ms
12=,INT TIC: JTB-E02-200-06.D\data.ms
13=,INT TIC: JTB-E02-200-07.D\data.ms
14=,INT TIC: JTB-E02-200-08.D\data.ms
15=,INT TIC: JTB-E02-200-11.D\data.ms
16=,INT TIC: JTB-E02-200-12.D\data.ms
17=,INT TIC: JTB-E02-200-13.D\data.ms
18=,INT TIC: JTB-E02-200-14.D\data.ms
19=,INT TIC: JTB-E02-200-15.D\data.ms
20=,INT TIC: JTB-E02-200-16.D\data.ms
21=,INT TIC: JTB-E02-200-17.D\data.ms
22=,INT TIC: JTB-E02-201-06.D\data.ms
23=,INT TIC: JTB-E02-201-07.D\data.ms
24=,INT TIC: JTB-E02-201-08.D\data.ms
25=,INT TIC: JTB-E02-201-11.D\data.ms
26=,INT TIC: JTB-E02-201-12.D\data.ms
27=,INT TIC: JTB-E02-201-13.D\data.ms
28=,INT TIC: JTB-E02-201-14.D\data.ms
29=,INT TIC: JTB-E02-201-15.D\data.ms
30=,INT TIC: JTB-E02-201-16.D\data.ms
31=,INT TIC: JTB-E02-201-17.D\data.ms
[PBM Apex]
Time=,Wed Aug 07 15:06:00 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
154=,154, 31.243, 3583,3589,3598,"VV 2",  81838,  3026479,  0.23,  0.041
155=,155, 31.994, 3671,3682,3692,"VV 2",  70942,  5298288,  0.40,  0.071
156=,156, 33.141, 3812,3823,3833,"VV 7",  67776,  2954711,  0.22,  0.040
157=,157, 34.588, 3990,4001,4016,"PV 7",  42576,  2212411,  0.17,  0.030
158=,158, 35.001, 4041,4052,4065,"PV  ", 209664,  6087158,  0.46,  0.082
[INT TIC: JTB-E02-199-15.D\data.ms]
Time=,Thu Aug 08 10:12:29 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.288,   18,  25,  39,"PV  ",1109083, 23193431,  1.89,  0.303
2=,  2,  2.420,   39,  41,  49,"VV  ",  79157,  3310381,  0.27,  0.043
3=,  3,  2.504,   49,  51,  56,"VV  ",  60516,  1746934,  0.14,  0.023
4=,  4,  2.571,   56,  60,  63,"VV  ", 348626,  6381315,  0.52,  0.083
5=,  5,  2.625,   63,  66,  83,"VV 4", 329648, 11633028,  0.95,  0.152
6=,  6,  2.799,   83,  88, 110,"VV  ",4435739,102970945,  8.39,  1.343
7=,  7,  3.019,  110, 115, 119,"VV 4", 241416,  6770063,  0.55,  0.088
8=,  8,  3.122,  119, 127, 135,"VV 2",5402200,137430111, 11.20,  1.793
9=,  9,  3.207,  135, 138, 147,"VV  ",2498336, 74209495,  6.05,  0.968
10=, 10,  3.324,  147, 152, 170,"VV  ",6472446,202286337, 16.49,  2.639
11=, 11,  3.482,  170, 172, 188,"VV 8", 506933, 33977115,  2.77,  0.443
12=, 12,  3.694,  188, 198, 211,"VV  ",24143780,665608524, 54.25,  8.684
13=, 13,  3.830,  211, 215, 226,"VV  ",5470154,203137083, 16.56,  2.650
14=, 14,  3.980,  226, 233, 236,"VV  ",4179372,118954559,  9.69,  1.552
15=, 15,  4.028,  236, 239, 253,"VV  ",7993127,224262796, 18.28,  2.926
16=, 16,  4.184,  253, 258, 261,"VV 5", 761528, 26506062,  2.16,  0.346
17=, 17,  4.251,  261, 266, 279,"VV  ",17554937,500667231, 40.80,  6.532
18=, 18,  4.377,  279, 282, 302,"VV 2",1251322, 75712349,  6.17,  0.988
19=, 19,  4.563,  302, 305, 311,"VV 4", 460563, 17953067,  1.46,  0.234
20=, 20,  4.657,  311, 316, 331,"VV  ",1284274, 57164675,  4.66,  0.746
21=, 21,  4.821,  331, 337, 350,"VV 2", 669164, 39212705,  3.20,  0.512
22=, 22,  4.983,  350, 356, 362,"VV  ",1492922, 51306242,  4.18,  0.669
23=, 23,  5.055,  362, 365, 377,"VV 2", 871653, 43178023,  3.52,  0.563
24=, 24,  5.184,  377, 381, 384,"VV 4", 743175, 20042005,  1.63,  0.261
25=, 25,  5.224,  384, 386, 398,"VV 2", 752294, 32735871,  2.67,  0.427
26=, 26,  5.356,  398, 402, 405,"VV 3", 386701, 12186812,  0.99,  0.159
27=, 27,  5.413,  405, 409, 414,"VV 5", 495171, 16046359,  1.31,  0.209
28=, 28,  5.471,  414, 417, 423,"VV 2", 405897, 14445466,  1.18,  0.188
29=, 29,  5.591,  423, 431, 442,"VV 2",1365101, 50216606,  4.09,  0.655
30=, 30,  5.713,  442, 446, 459,"VV 3", 365387, 20048620,  1.63,  0.262
31=, 31,  5.852,  459, 463, 470,"VV 8", 201968, 10349040,  0.84,  0.135
32=, 32,  5.935,  470, 474, 476,"VV 4", 213363,  5425753,  0.44,  0.071
33=, 33,  6.001,  476, 482, 496,"VV  ",1268193, 46636567,  3.80,  0.608
34=, 34,  6.162,  496, 502, 512,"VV 2", 722931, 27667955,  2.25,  0.361
35=, 35,  6.278,  512, 516, 521,"VV  ", 372540, 13024660,  1.06,  0.170
36=, 36,  6.356,  521, 525, 536,"VV 7", 280069, 16064223,  1.31,  0.210
37=, 37,  6.471,  536, 540, 545,"VV 8", 207354,  9235647,  0.75,  0.120
38=, 38,  6.598,  545, 555, 560,"VV  ",1279413, 38770769,  3.16,  0.506
39=, 39,  6.688,  560, 566, 600,"VV  ",11113705,346032453, 28.20,  4.515
40=, 40,  6.995,  600, 604, 609,"VV 2", 309668,  9865038,  0.80,  0.129
41=, 41,  7.075,  609, 614, 622,"VV 3", 543702, 22102276,  1.80,  0.288
42=, 42,  7.179,  622, 627, 631,"VV 3", 360008, 12091649,  0.99,  0.158
43=, 43,  7.263,  631, 637, 661,"VV 8",2903031, 84582590,  6.89,  1.104
44=, 44,  7.566,  665, 675, 691,"VV  ",7173747,232951912, 18.99,  3.039
45=, 45,  7.820,  699, 706, 710,"VV 8", 198230,  7968742,  0.65,  0.104
46=, 46,  7.898,  710, 715, 719,"VV 6", 309134,  9878621,  0.81,  0.129
47=, 47,  7.963,  719, 723, 741,"VV  ", 495155, 18342960,  1.49,  0.239
48=, 48,  8.167,  741, 748, 755,"VV 6", 129468,  5511181,  0.45,  0.072
49=, 49,  8.330,  763, 769, 775,"VV 3", 100139,  3642838,  0.30,  0.048
50=, 50,  8.575,  792, 799, 810,"VV  ", 723114, 20368534,  1.66,  0.266
51=, 51,  8.808,  821, 827, 834,"VV 2", 396445, 12749812,  1.04,  0.166
52=, 52,  8.883,  834, 837, 843,"VV 5", 123042,  4287408,  0.35,  0.056
53=, 53,  8.978,  843, 848, 860,"VV 4", 175619, 10066684,  0.82,  0.131
54=, 54,  9.132,  860, 867, 876,"VV  ", 260653, 10215887,  0.83,  0.133
55=, 55,  9.257,  876, 883, 895,"VV  ",  86895,  5737729,  0.47,  0.075
56=, 56,  9.449,  895, 906, 913,"VV 5", 383572, 17690641,  1.44,  0.231
57=, 57,  9.540,  913, 917, 930,"VV 6", 175287,  6729954,  0.55,  0.088
58=, 58,  9.963,  954, 969, 981,"PV 4", 513165, 15573410,  1.27,  0.203
59=, 59, 10.112,  981, 988, 993,"PV 9",  37918,  1338543,  0.11,  0.017
60=, 60, 10.360, 1002,1018,1029,"BV 3",21574360,735947423, 59.98,  9.602
61=, 61, 10.474, 1029,1032,1057,"VV 7", 666450, 40943402,  3.34,  0.534
62=, 62, 10.717, 1057,1062,1071,"VV 7", 123797,  6719792,  0.55,  0.088
63=, 63, 10.825, 1071,1076,1092,"VV 7", 106138,  5155726,  0.42,  0.067
64=, 64, 11.018, 1092,1099,1104,"VV 9",  81228,  3012253,  0.25,  0.039
65=, 65, 11.108, 1104,1110,1118,"VV 10", 100629,  4137987,  0.34,  0.054
66=, 66, 11.356, 1128,1141,1158,"PV  ",5075078,172853876, 14.09,  2.255
67=, 67, 11.512, 1158,1160,1172,"VV  ", 293664, 14083007,  1.15,  0.184
68=, 68, 11.640, 1172,1176,1182,"VV 4", 200673,  6639428,  0.54,  0.087
69=, 69, 12.034, 1218,1224,1229,"VV 4",  46457,  1330590,  0.11,  0.017
70=, 70, 12.146, 1229,1238,1245,"VV  ",2698157, 78872364,  6.43,  1.029
71=, 71, 12.222, 1245,1248,1270,"VV  ", 356242, 26259540,  2.14,  0.343
72=, 72, 12.447, 1270,1275,1284,"VV 4", 166622,  8520600,  0.69,  0.111
73=, 73, 12.573, 1284,1291,1304,"VV 9", 138810,  9539847,  0.78,  0.124
74=, 74, 13.621, 1408,1420,1432,"VV 9",  33045,  1934171,  0.16,  0.025
75=, 75, 13.851, 1432,1448,1461,"PV 5", 647581, 31221264,  2.54,  0.407
76=, 76, 14.005, 1461,1467,1481,"VV 2", 152015,  6581836,  0.54,  0.086
77=, 77, 14.180, 1481,1489,1490,"VV 6",  77507,  2373055,  0.19,  0.031
78=, 78, 14.246, 1490,1497,1517,"VV 7", 171383, 11865742,  0.97,  0.155
79=, 79, 14.855, 1553,1572,1605,"PV  ",6288676,205899590, 16.78,  2.686
80=, 80, 15.162, 1605,1610,1625,"VV 4", 105403,  5413519,  0.44,  0.071
81=, 81, 15.561, 1640,1659,1679,"VV 2", 758979, 44737933,  3.65,  0.584
82=, 82, 15.811, 1682,1689,1698,"VV  ", 442631, 14415104,  1.17,  0.188
83=, 83, 15.906, 1698,1701,1707,"VV 7",  62605,  2224273,  0.18,  0.029
84=, 84, 16.001, 1707,1713,1726,"VV 4",  58943,  3868406,  0.32,  0.050
85=, 85, 16.160, 1726,1732,1740,"VV 7",  46032,  2073780,  0.17,  0.027
86=, 86, 16.321, 1746,1752,1757,"VV 3",  47289,  1889634,  0.15,  0.025
87=, 87, 16.399, 1757,1762,1767,"VV  ",  74387,  2410883,  0.20,  0.031
88=, 88, 16.504, 1767,1775,1786,"VV  ",1181929, 35917465,  2.93,  0.469
89=, 89, 16.629, 1786,1790,1806,"VV 9",  89800,  4522180,  0.37,  0.059
90=, 90, 17.135, 1834,1853,1866,"PV 2", 213102, 10741507,  0.88,  0.140
91=, 91, 17.373, 1874,1882,1886,"VV 7",  47518,  1940380,  0.16,  0.025
92=, 92, 17.436, 1886,1890,1900,"VV 9",  47496,  2052045,  0.17,  0.027
93=, 93, 17.627, 1904,1913,1919,"VV 2", 797548, 25871045,  2.11,  0.338
94=, 94, 17.683, 1919,1920,1936,"VV 2", 318897, 11958882,  0.97,  0.156
95=, 95, 17.886, 1936,1945,1959,"VV 3",  93699,  4906633,  0.40,  0.064
96=, 96, 18.116, 1959,1973,2001,"VV  ",1489959, 65687856,  5.35,  0.857
97=, 97, 18.502, 2006,2021,2033,"VV 6", 307893, 14081900,  1.15,  0.184
98=, 98, 18.645, 2033,2038,2054,"VV 6",  63707,  3343542,  0.27,  0.044
99=, 99, 18.904, 2059,2070,2077,"VV 3",  45966,  1863134,  0.15,  0.024
100=,100, 19.127, 2090,2098,2104,"VV 3",  97601,  3170591,  0.26,  0.041
101=,101, 19.199, 2104,2107,2115,"VV 8",  37313,  1394493,  0.11,  0.018
102=,102, 19.397, 2115,2131,2139,"VV 3", 169855, 12155774,  0.99,  0.159
103=,103, 19.544, 2139,2149,2160,"VV 9", 239731, 14358808,  1.17,  0.187
104=,104, 19.699, 2160,2168,2179,"VV 2", 464368, 22992681,  1.87,  0.300
105=,105, 19.823, 2179,2183,2186,"VV  ", 247017,  7406888,  0.60,  0.097
106=,106, 19.923, 2186,2196,2223,"VV  ",28661577,1227020471,100.00, 16.009
107=,107, 20.212, 2223,2231,2237,"VV 2",3367994,141180281, 11.51,  1.842
108=,108, 20.291, 2237,2241,2259,"VV 4",2385742,112117987,  9.14,  1.463
109=,109, 20.840, 2300,2309,2317,"VV 2", 688553, 22549883,  1.84,  0.294
110=,110, 20.954, 2317,2323,2342,"VV 2", 154995,  9434035,  0.77,  0.123
111=,111, 21.186, 2342,2351,2372,"VV 3", 321096, 13444823,  1.10,  0.175
112=,112, 21.437, 2372,2382,2393,"VV 5",  84528,  4676116,  0.38,  0.061
113=,113, 21.684, 2397,2413,2424,"VV 5",  85081,  5832715,  0.48,  0.076
114=,114, 21.872, 2428,2436,2453,"VV 5",  63648,  3224962,  0.26,  0.042
115=,115, 22.357, 2485,2495,2500,"VV 2", 144781,  5317369,  0.43,  0.069
116=,116, 22.439, 2500,2505,2512,"VV 4", 163937,  5888809,  0.48,  0.077
117=,117, 22.541, 2512,2518,2532,"VV 4",  88664,  4074832,  0.33,  0.053
118=,118, 22.737, 2532,2542,2548,"VV 3", 167003,  6811221,  0.56,  0.089
119=,119, 22.828, 2548,2553,2558,"VV 4", 153097,  5811082,  0.47,  0.076
120=,120, 22.918, 2558,2564,2581,"VV 9", 187526, 11747080,  0.96,  0.153
121=,121, 23.284, 2602,2610,2615,"VV 5",  56645,  1799746,  0.15,  0.023
122=,122, 23.387, 2615,2622,2629,"VV 8", 125389,  4625788,  0.38,  0.060
123=,123, 23.460, 2629,2631,2632,"VV  ",  38363,   522010,  0.04,  0.007
124=,124, 23.623, 2632,2651,2653,"VV 7", 313964, 12223504,  1.00,  0.159
125=,125, 23.687, 2653,2659,2667,"VV  ", 750556, 28568522,  2.33,  0.373
126=,126, 23.816, 2667,2675,2699,"VV  ",2517376,104396624,  8.51,  1.362
127=,127, 24.060, 2699,2705,2713,"VV 6", 214930, 10296275,  0.84,  0.134
128=,128, 24.177, 2713,2719,2734,"VV 7", 197278, 12028397,  0.98,  0.157
129=,129, 24.431, 2745,2751,2756,"VV 5",  99931,  3595770,  0.29,  0.047
130=,130, 24.578, 2756,2769,2791,"VV 4", 268106, 16022204,  1.31,  0.209
131=,131, 24.913, 2794,2810,2824,"VV 2", 551065, 21714022,  1.77,  0.283
132=,132, 25.169, 2829,2841,2851,"VV  ",4039522,128365904, 10.46,  1.675
133=,133, 25.295, 2851,2857,2875,"VV  ", 745758, 34333263,  2.80,  0.448
134=,134, 25.453, 2875,2876,2891,"VV 6", 100690,  6965887,  0.57,  0.091
135=,135, 26.240, 2960,2973,2984,"PV 6", 112860, 10307892,  0.84,  0.134
136=,136, 26.419, 2984,2995,3023,"VV  ",1456579, 61311187,  5.00,  0.800
137=,137, 26.659, 3023,3025,3034,"VV 10",  31247,  1105632,  0.09,  0.014
138=,138, 27.047, 3060,3073,3086,"BV  ", 707446, 29802375,  2.43,  0.389
139=,139, 27.205, 3086,3092,3106,"VV 4", 170872,  7754588,  0.63,  0.101
140=,140, 27.630, 3134,3144,3153,"VV 3",  50400,  1974531,  0.16,  0.026
141=,141, 27.806, 3161,3166,3186,"PV 7",  49504,  1846968,  0.15,  0.024
142=,142, 28.071, 3186,3199,3213,"PV 7",  73451,  2930009,  0.24,  0.038
143=,143, 28.244, 3213,3220,3226,"PV 10",  46751,  1526540,  0.12,  0.020
144=,144, 28.404, 3226,3240,3248,"VV 4",  73815,  5218508,  0.43,  0.068
145=,145, 28.488, 3248,3250,3251,"VV  ",  40818,   561609,  0.05,  0.007
146=,146, 28.525, 3251,3255,3264,"VV 7",  51295,  1787076,  0.15,  0.023
147=,147, 28.811, 3282,3290,3299,"VV 7",  32358,  1428881,  0.12,  0.019
148=,148, 29.235, 3332,3342,3358,"VV 10",  58687,  3450935,  0.28,  0.045
149=,149, 29.923, 3418,3427,3435,"PV  ", 590015, 17179972,  1.40,  0.224
150=,150, 30.036, 3435,3441,3456,"VV 8",  61310,  4410448,  0.36,  0.058
151=,151, 30.833, 3528,3539,3545,"PV 3",  76390,  2444421,  0.20,  0.032
152=,152, 31.055, 3561,3566,3569,"VV 4",  40379,  1071039,  0.09,  0.014
153=,153, 31.130, 3569,3575,3583,"VV  ", 174091,  5691958,  0.46,  0.074
154=,154, 31.244, 3583,3589,3596,"VV 2",  86308,  2995469,  0.24,  0.039
155=,155, 31.943, 3665,3675,3677,"VV 8",  35739,  1413067,  0.12,  0.018
156=,156, 32.032, 3677,3686,3709,"VV 8",  44009,  3306031,  0.27,  0.043
157=,157, 32.707, 3763,3769,3776,"PV 8",  27426,   794962,  0.06,  0.010
158=,158, 33.025, 3801,3809,3815,"PV 10",  92586,  2739508,  0.22,  0.036
159=,159, 33.140, 3815,3823,3832,"VV 8",  58383,  2440953,  0.20,  0.032
160=,160, 34.583, 3982,4000,4006,"PV 8",  33375,  1523151,  0.12,  0.020
161=,161, 35.000, 4041,4052,4063,"PV  ", 283137,  8000924,  0.65,  0.104
162=,162, 36.994, 4276,4297,4304,"PV 10",  41481,  1377619,  0.11,  0.018
[INT TIC: JTB-E02-199-16.D\data.ms]
Time=,Thu Aug 08 10:12:30 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.277,   16,  23,  36,"BV  ",1822769, 39040817,  3.12,  0.534
2=,  2,  2.416,   36,  40,  54,"VV  ", 453473, 14928810,  1.19,  0.204
3=,  3,  2.563,   54,  59,  62,"VV  ", 657211, 12930528,  1.03,  0.177
4=,  4,  2.612,   62,  65,  81,"VV  ", 525800, 19785523,  1.58,  0.270
5=,  5,  2.788,   81,  86, 110,"VV  ",3117012, 90711000,  7.25,  1.240
6=,  6,  3.008,  110, 113, 117,"VV 2", 234955,  6480233,  0.52,  0.089
7=,  7,  3.111,  117, 126, 133,"VV 2",4876165,135191958, 10.80,  1.848
8=,  8,  3.197,  133, 137, 146,"VV  ",2182004, 70774204,  5.65,  0.967
9=,  9,  3.314,  146, 151, 187,"VV  ",6615459,266209106, 21.27,  3.638
10=, 10,  3.684,  187, 197, 209,"VV  ",20528394,591410647, 47.25,  8.082
11=, 11,  3.820,  209, 213, 224,"VV  ",4970264,192132310, 15.35,  2.626
12=, 12,  3.970,  224, 232, 234,"VV 2",3686229,108782672,  8.69,  1.487
13=, 13,  4.018,  234, 238, 252,"VV  ",7564722,226185829, 18.07,  3.091
14=, 14,  4.155,  252, 255, 259,"VV 3", 885580, 30023512,  2.40,  0.410
15=, 15,  4.242,  259, 265, 278,"VV  ",16127114,478625954, 38.24,  6.541
16=, 16,  4.367,  278, 281, 301,"VV 3",1179141, 71329256,  5.70,  0.975
17=, 17,  4.552,  301, 303, 310,"VV 5", 422138, 16247945,  1.30,  0.222
18=, 18,  4.647,  310, 315, 331,"VV  ",1137179, 52278010,  4.18,  0.714
19=, 19,  4.813,  331, 336, 338,"VV  ", 544789, 15721853,  1.26,  0.215
20=, 20,  4.849,  338, 340, 349,"VV 6", 453850, 17942448,  1.43,  0.245
21=, 21,  4.976,  349, 356, 362,"VV  ",1606010, 55756058,  4.45,  0.762
22=, 22,  5.047,  362, 364, 376,"VV  ", 877731, 41882497,  3.35,  0.572
23=, 23,  5.175,  376, 380, 382,"VV 3", 692580, 18454360,  1.47,  0.252
24=, 24,  5.214,  382, 385, 397,"VV 5", 686220, 31716862,  2.53,  0.433
25=, 25,  5.349,  397, 402, 405,"VV 4", 373041, 12099230,  0.97,  0.165
26=, 26,  5.404,  405, 408, 412,"VV 3", 432197, 13362060,  1.07,  0.183
27=, 27,  5.465,  412, 416, 421,"VV 5", 371218, 12076949,  0.96,  0.165
28=, 28,  5.582,  421, 430, 441,"VV 2",1144747, 43819672,  3.50,  0.599
29=, 29,  5.706,  441, 445, 460,"VV 2", 364683, 21460259,  1.71,  0.293
30=, 30,  5.927,  468, 473, 475,"VV 4", 190122,  5748523,  0.46,  0.079
31=, 31,  5.993,  475, 481, 495,"VV  ",1056750, 39169146,  3.13,  0.535
32=, 32,  6.155,  495, 501, 511,"VV  ", 681354, 25867713,  2.07,  0.354
33=, 33,  6.269,  511, 515, 521,"VV 2", 311173, 11943077,  0.95,  0.163
34=, 34,  6.347,  521, 524, 533,"VV 4", 231190, 12249732,  0.98,  0.167
35=, 35,  6.592,  542, 555, 560,"VV  ",1103923, 36681036,  2.93,  0.501
36=, 36,  6.680,  560, 565, 598,"VV  ",6589225,195214098, 15.60,  2.668
37=, 37,  6.994,  598, 604, 609,"VV 3", 223273,  8824163,  0.70,  0.121
38=, 38,  7.079,  609, 614, 622,"VV 3", 381146, 15147502,  1.21,  0.207
39=, 39,  7.174,  622, 626, 629,"VV  ", 294435,  8037850,  0.64,  0.110
40=, 40,  7.241,  629, 634, 644,"VV  ",2659057, 68010765,  5.43,  0.929
41=, 41,  7.345,  644, 647, 658,"VV  ", 155300,  8284259,  0.66,  0.113
42=, 42,  7.573,  666, 675, 692,"VV  ",6011433,196153992, 15.67,  2.681
43=, 43,  7.720,  692, 693, 695,"VV 2", 110190,  1973473,  0.16,  0.027
44=, 44,  7.821,  695, 706, 710,"VV 6", 221315, 12870794,  1.03,  0.176
45=, 45,  7.898,  710, 715, 719,"VV 6", 290635,  9311419,  0.74,  0.127
46=, 46,  7.958,  719, 723, 736,"VV  ", 501462, 17175984,  1.37,  0.235
47=, 47,  8.165,  742, 748, 757,"VV 6", 142567,  5888734,  0.47,  0.080
48=, 48,  8.336,  764, 769, 775,"VV 3",  94285,  3480732,  0.28,  0.048
49=, 49,  8.560,  790, 797, 815,"VV  ", 589279, 18934977,  1.51,  0.259
50=, 50,  8.808,  821, 827, 842,"VV 2", 415323, 17909124,  1.43,  0.245
51=, 51,  8.958,  842, 846, 848,"VV  ", 150896,  4029491,  0.32,  0.055
52=, 52,  9.000,  848, 851, 860,"VV 5", 163089,  6104874,  0.49,  0.083
53=, 53,  9.131,  860, 867, 878,"VV  ", 253293, 10759369,  0.86,  0.147
54=, 54,  9.450,  893, 906, 913,"VV 6", 365275, 16310791,  1.30,  0.223
55=, 55,  9.543,  913, 918, 929,"VV 6", 183450,  7436655,  0.59,  0.102
56=, 56,  9.972,  963, 971, 981,"VV 4", 442182, 14193358,  1.13,  0.194
57=, 57, 10.110,  981, 988, 998,"VV 4",  63289,  3677936,  0.29,  0.050
58=, 58, 10.351,  998,1017,1029,"VV 3",19219764,699086998, 55.85,  9.554
59=, 59, 10.458, 1029,1031,1058,"VV 7", 731054, 45778451,  3.66,  0.626
60=, 60, 10.827, 1072,1076,1092,"VV 8", 131742,  7638922,  0.61,  0.104
61=, 61, 11.023, 1092,1100,1105,"VV 9",  99159,  4569705,  0.37,  0.062
62=, 62, 11.103, 1105,1110,1119,"VV 9", 115270,  5412952,  0.43,  0.074
63=, 63, 11.358, 1131,1141,1157,"VV  ",4394242,149186321, 11.92,  2.039
64=, 64, 11.515, 1157,1161,1171,"VV 2", 338392, 16408579,  1.31,  0.224
65=, 65, 11.632, 1171,1175,1182,"VV 5", 228723,  9214102,  0.74,  0.126
66=, 66, 12.027, 1218,1224,1228,"VV 2",  69083,  2292766,  0.18,  0.031
67=, 67, 12.150, 1228,1239,1266,"VV  ",2245847, 84498095,  6.75,  1.155
68=, 68, 12.381, 1266,1267,1269,"VV 2",  84878,  1438017,  0.11,  0.020
69=, 69, 12.446, 1269,1275,1284,"VV 4", 167046,  8104982,  0.65,  0.111
70=, 70, 12.570, 1284,1290,1306,"VV 10", 124472,  8392123,  0.67,  0.115
71=, 71, 13.620, 1407,1420,1430,"VV 10",  38020,  2187679,  0.17,  0.030
72=, 72, 13.852, 1430,1448,1461,"VV 5", 603437, 30719924,  2.45,  0.420
73=, 73, 14.001, 1461,1467,1483,"VV 2", 147447,  6773441,  0.54,  0.093
74=, 74, 14.183, 1483,1489,1490,"VV 5",  72091,  1830734,  0.15,  0.025
75=, 75, 14.240, 1490,1496,1516,"VV 7", 147078,  9591233,  0.77,  0.131
76=, 76, 14.853, 1552,1572,1605,"PV  ",6239333,196702370, 15.71,  2.688
77=, 77, 15.167, 1605,1610,1635,"VV 7",  94685,  5354397,  0.43,  0.073
78=, 78, 15.523, 1644,1654,1681,"VV 2", 585786, 27964266,  2.23,  0.382
79=, 79, 15.809, 1681,1689,1699,"VV  ", 420382, 13554968,  1.08,  0.185
80=, 80, 15.908, 1699,1701,1707,"VV 6",  48655,  1657039,  0.13,  0.023
81=, 81, 16.022, 1707,1715,1726,"VV 8",  61176,  3701590,  0.30,  0.051
82=, 82, 16.167, 1726,1733,1739,"VV 7",  41333,  1691762,  0.14,  0.023
83=, 83, 16.326, 1745,1753,1757,"VV 5",  42364,  1587236,  0.13,  0.022
84=, 84, 16.397, 1757,1762,1767,"VV 4",  73815,  2272468,  0.18,  0.031
85=, 85, 16.503, 1767,1775,1788,"VV  ",1193621, 35761447,  2.86,  0.489
86=, 86, 16.625, 1788,1790,1805,"VV 4",  67685,  3036161,  0.24,  0.041
87=, 87, 17.139, 1840,1853,1866,"PV 2", 192328,  8383875,  0.67,  0.115
88=, 88, 17.384, 1874,1883,1888,"BV 10",  36141,  1539361,  0.12,  0.021
89=, 89, 17.627, 1900,1913,1918,"PV 2", 760814, 24125786,  1.93,  0.330
90=, 90, 17.684, 1918,1920,1938,"VV 2", 325463, 11888559,  0.95,  0.162
91=, 91, 17.886, 1938,1945,1957,"VV 2",  92686,  3885583,  0.31,  0.053
92=, 92, 18.115, 1960,1973,2006,"VV  ",1605942, 66096533,  5.28,  0.903
93=, 93, 18.499, 2006,2020,2031,"VV 6", 282350, 12419945,  0.99,  0.170
94=, 94, 18.640, 2031,2038,2045,"VV 6",  57396,  2461053,  0.20,  0.034
95=, 95, 18.899, 2063,2070,2075,"VV 2",  44780,  1370524,  0.11,  0.019
96=, 96, 19.129, 2091,2098,2104,"PV 3", 110269,  3367764,  0.27,  0.046
97=, 97, 19.209, 2104,2108,2115,"VV 8",  45841,  1710284,  0.14,  0.023
98=, 98, 19.397, 2115,2131,2140,"VV 3", 173203, 13513462,  1.08,  0.185
99=, 99, 19.544, 2140,2149,2160,"VV 9", 185964, 11866961,  0.95,  0.162
100=,100, 19.697, 2160,2168,2178,"VV  ", 793726, 33515264,  2.68,  0.458
101=,101, 19.821, 2178,2183,2186,"VV 2", 244141,  8366255,  0.67,  0.114
102=,102, 19.923, 2186,2196,2223,"VV  ",30548022,1251716963,100.00, 17.106
103=,103, 20.214, 2223,2232,2237,"VV 3",2973073,118819927,  9.49,  1.624
104=,104, 20.295, 2237,2241,2259,"VV 4",2222260,100153840,  8.00,  1.369
105=,105, 20.473, 2259,2263,2278,"VV 6", 155565,  8463789,  0.68,  0.116
106=,106, 20.841, 2297,2309,2316,"VV 2", 616367, 20214095,  1.61,  0.276
107=,107, 20.957, 2316,2323,2331,"VV 10", 117873,  5610052,  0.45,  0.077
108=,108, 21.185, 2340,2351,2367,"VV 3", 272533,  9527659,  0.76,  0.130
109=,109, 21.446, 2374,2383,2398,"VV 8", 119526,  4852935,  0.39,  0.066
110=,110, 21.686, 2398,2413,2421,"VV 10",  70633,  3470981,  0.28,  0.047
111=,111, 21.864, 2430,2435,2454,"VV 10",  61007,  2705708,  0.22,  0.037
112=,112, 22.355, 2477,2495,2500,"PV 2", 152422,  5980802,  0.48,  0.082
113=,113, 22.440, 2500,2506,2512,"VV 4", 150688,  5408244,  0.43,  0.074
114=,114, 22.526, 2512,2516,2531,"VV 4",  83677,  3834485,  0.31,  0.052
115=,115, 22.739, 2531,2542,2548,"VV 2", 207324,  8174540,  0.65,  0.112
116=,116, 22.831, 2548,2554,2559,"VV 4", 175795,  6418148,  0.51,  0.088
117=,117, 22.916, 2559,2564,2582,"VV 5", 193949, 13266909,  1.06,  0.181
